PROMOTIONAL,IM-601121,Ovenstory Pizza: Pizzas with incredible cheese bases- Friday Special -  Buy 1 Get 1 Free. Code: BOGOS. Order@ bit.ly/OSpizza / 18002700913. Serving till 1 AM,,,,,,,,,,,,,,,,,,
PROMOTIONAL,IM601121,"Behrouz - The Royal Biryani, now serving till 1 AM. Indulge in our authentic dum-pukht Biryanis & get 30% off. Code: BB30 Order@ bit.ly/BehrouzWeb / 18002700928",,,,,,,,,,,,,,,,,,
PROMOTIONAL,IM601121,"Behrouz: Get 30% off on Lazeez Murgh Biryani: Light, long grain rice spread over a spiced chicken base. Code: BB30 - Order @ bit.ly/BehrouzWeb / 18002700928",,,,,,,,,,,,,,,,,,
PROMOTIONAL,IM601121,"Behrouz: Murgh Makhani Biryani: Slightly charred, smokey flavors of butter chicken mingle with our spices. Get 30% off Code: BB30 Order@ bit.ly/BehrouzWeb",,,,,,,,,,,,,,,,,,
PROMOTIONAL,IM-501121,"It's the big days - April 1-5, at bigbasket! 20% CB on Citibank cards + thousands of exciting offers. Shop now http://l.bigbasket.com/bigdays-apr17",,,,,,,,,,,,,,,,,,
PROMOTIONAL,ID-UBERIN,"Dear ride, ride with Uber to the Bangalore airport and use code PPLBLR at the Plaza Premium Lounge in the domestic terminal to get 25% off. t.uber.com/ppl",,,,,,,,,,,,,,,,,,
PROMOTIONAL,ID-UBERIN,"Dear Rider, apply promo OCTGO40 and get 40% off your next 5 uberGO/uberX rides in Bangalore, from 11 AM - 5 PM! Valid till Friday, 27th October. TnCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,ID-UBERIN,"Dear rider, visiting Delhi? Try UberHIRE while you're here & have the car wait for you no matter where you go. Use code HIREDEL to get Rs 75 off 1 ride.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,ID-UBERIN,"Inshbay, festivity is still in the air. Last 3 days to use FESTIVE100 on UberEATS app to get Rs100 off 1st 3 orders. Min order Rs300. TCA t.uber.com/fe1",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-vpaytm,It's time for another bus ride! Book your tickets on Paytm & avail flat Rs.200 Cashback. Use code: NEXTRIDE. T&C apply. Click http://m.p-y.tm/abus,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-VPAYTM,"Make 5 payments with Paytm to get guaranteed Cashback at retail stores, dairy & more + extra Rs.100 Cashback on Baahubali 2 tickets. Click http://m.p-y.tm/1b",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-VPAYTM,Now pay Electricity bill on Paytm and get Cashback upto Rs.100/- Use Code :  PAYBILL. Visit http://m.p-y.tm/e to pay. #PaytmKaro. T&C Apply*,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-Vpaytm,Watch the YouTuber Shirley Setia Live In Concert! Book tickets on Paytm & get upto Rs.600 Cashback*. Code:CONCERT600. Click http://m.p-y.tm/ssbs *T&C apply,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPVPAYTM,"Make 5 payments with Paytm to get guaranteed Cashback at retail stores, dairy & more + extra Rs.100 Cashback on Baahubali 2 tickets. Click http://m.p-y.tm/1b",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-UBERIN,"Get riding this week with Ubers just 3 mins away. Use promo UBCODE30 and get 30% off your next 3 Uber rides upto 50, this weekend. T&C-http://t.uber.com/CODEUB30",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-UBERIN,"Get your plans rolling with 50% OFF on next 8 non-pool trips all week! Use code '8UBOFF'. Valid in Hyderabad till 11:59 pm on 7th May. Max discount, 50/trip.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-UBERIN,"Get your plans rolling with 50% OFF on next 8 non-pool trips all week! Use code '8UBOFF'. Valid in Hyderabad till 11:59 pm on 7th May. Max discount, ���������������������������50/trip.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-UBERIN,"Got Plans? Ride at just 49! No code needed. Valid in Hyderabad for 3 uberPOOL trips upto 8km, till 11:59 pm on 14th May. More: http://t.uber.com/49pool",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPUBERIN,Dear  use code Use code 321CHN to get Rs.50 OFF your next two Uber rides in Chennai. Valid till 16th April 2017. AC car ride minutes away!,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPUBERIN,"Dear Rider, apply promo APRILBLR60 and get 60% off your next 5 Uber rides in Bangalore! Valid till Monday, 10th April 2017. Get riding now! #PaisaVasool TnCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPUBERIN,Uber: You've got 25% off your next 3 rides in Hyderabad on uberGO and uberX until 17-04-2017. No promo code needed. http://t.uber.com/offer,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-UBERHY,"Dear rider, save 25% on all your Uber rides this week! Add Rs. 222 on Paytm and enjoy cashback up to Rs. 50 on 5 Uber trips till 9th Oct. T&C: t.uber.com/oct222",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-TRAVEL,"EaseMyTrip April end SALE
Get flat Rs.550 OFF on domestic flights & Rs.1250 OFF on international flights
Use code: APRILEND

Hurry! Book now.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-TRAVEL,"EaseMyTrip NewYear SALE
Get upto Rs.2018 instant discount on Flights, Hotels & Bus Tickets.
Use Promocode- NYE2018

Hurry! Offer ending soon
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,1+1 = fun! Refer anyone to Swiggy & you both get Rs. 50 off on your next order above Rs. 400. Refer now! http://swig.gy/app,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"3, 2, 1... your coupon's almost gone! Last day to get your food delivered for free - use coupon FREEDELV. Order now on Swiggy! bit.ly/2o8cgzm",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Celebrate food! The Swiggy Food Carnival is here, get up to 25% off from 370+ restaurants in Bangalore. Order away! bit.ly/2s3jplG",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Don't miss the Swiggy Festive Carnival! Get minimum 20% off from top restaurants. Additional discounts on Paytm & HDFC Credit/Debit Card. http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Explosive offers! The Swiggy Food Carnival is here. Order in & get up to 35% off from Chai Point, Domino's Pizza, Behrouz Biryani & more! http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Get Rs.50 off on your next order above Rs.300. Use code GETFIFTY. Valid till 31st October, 2017. Hurry! http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Give the month a flavourful ending! The Swiggy Food Carnival is on, get up to 30% off from Faasos, Chai Point, InnerChef & more. http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Here's to an appetizing & happy Diwali! The Swiggy Festive Carnival is here with minimum 20% off. Order now for additional bank offers. http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Invite your Best Foodie Friend to the joys of ordering in & you both get Rs. 50 off on orders over Rs. 400. Refer a friend to Swiggy now! http://swig.gy/app,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,It's a party for 2 with Swiggy! Refer a friend and we'll give you & your friend Rs.50 off on your next order over Rs.400. Don't miss out! http://swig.gy/app,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"It's time to indulge! The Swiggy Food Carnival is here. Order in & get up to 30% off from Chai Point, Domino's Pizza & Mast Kalandar! http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Just out of the oven! Use the code GETFIFTY & enjoy Rs.50 off on your next order above Rs.300. Valid till 31st October. Order now! http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Key secret to saving... sharing! Refer a friend and save Rs.50 on your next order over Rs.400. Refer away! http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Last day to savour the Swiggy Festive Carnival! Get minimum 20% off from top restaurants near you. Order now for additional bank offers! http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Love Biryani? The Swiggy Food Carnival has the best! Order in & get up to 25% off from 370+ restaurants in Bangalore. bit.ly/2um08NU TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Planning all-nighters this long weekend? Order in & make your long nights even better, we deliver right up to the wee hours of the night! http://swig.gy/app",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Rise & shine to a yummy time! Now pay just Rs.20 Delivery Fee from 7:30am - 10am, on orders below Rs.150. Valid till 31st Oct. Order now! http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Savour it before it's gone! Use Code GETFIFTY and enjoy Rs.50 off on your next order above Rs.300. Valid till 30th Nov. Order now! http://swig.gy/app TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,Swiggy helps you save! Wondering how? Pay using Paytm & get 15% cashback on your first order placed with Swiggy! Order away! bit.ly/2qmQlFD TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"The Swiggy Festive Carnival is here! Get minimum 20% off from top restaurants including Petoo, Chai Point & Faasos. Order now! http://swig.gy/app",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"This is all yours to savour! Use Code GETFIFTY and enjoy Rs.50 off on your next order above Rs.300. Valid till 30th Nov, order now!  http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"Up to 30% off from Eagle Boys Pizza, Wangs Kitchen, Donut House & 230+ restaurants in Chennai only at the Swiggy Food Carnival. Order now! swig.gy/app",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"We kept you waiting & we're sorry. To make it up to you, use code WECARE75 to get Rs. 75 OFF on one order above Rs. 300 till 20/11/17. TCA http://swig.gy/app",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SWIGGY,"When you share the Swiggy love, you save! Refer a friend & save Rs. 100 on your next order above Rs. 350. Refer now! http://swig.gy/app TCA",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-SPARHM,SPAR Online! Rs.150 off on shopping of Rs.999 & above on www.sparindia.com Use code SPAR150. Valid till 28-Feb.T&C. To opt out give missed call to +918039275834,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-OLACBS,Get 60% off upto Rs.50 on your next Ola auto ride with code AUTO50. Valid on 1 auto ride till 13th Apr in Bangalore. #AutoAndreOlaAuto. Book Now: bit.ly/C_SMS.,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPOLACBS,Ride at flat Rs.69 up to 7 km with code 69CHN and Rs.99 up to 10 km with code 99CHN on Ola Auto. Valid till 12th April. bit.ly/C_SMS,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-NSTAWY6,"Nesties! Refer a friend for the last bed in your house and get INR 5000 credit, your friend gets 25 % off* too. For more details visit your dashboard.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-NSTAWY3,NestAway misses you! Book a bed with us & get 2000 off*. Use code NESTD2000. To know more https://goo.gl/RNQXe4,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MYNTRA,Hi Minakshi!Your Happy Hours are from 6PM-9PM.Enjoy Extra 18% Off + 10% PhonePe Cashback! Code: HHSUN6PKR7Just For 3 hours!!http://smse.in/55eb/h2myaI,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPMYNTRA,Hi !Your Happy Hours are from 6PM-9PM.Enjoy Extra 18% Off + 10% PhonePe Cashback! Code: HHSUN6PKR7Just For 3 hours!!http://smse.in/55eb/h6trWC,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPMEDLYF,Upto 40% OFF* on 1st medicines' order (25% @Medlife+15% cashback* in MobiKwik). Install goo.gl/DdgwER or Call 186012341234. Code MAC25 till 30 Jun 17. *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MEDLFF,Super September- Save Upto 45%(30%*@Medlife+15%*MobiKwikCashback) on 1st medicines bill.Order @ goo.gl/mem5sT or Call 186012341234 Use: MC30. Valid today! *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MEDLFE,FLASH OFFER!:Save Upto 65% on medicines(30%*@Medlife+10%ecash+25%Mobikwik CB)Use:MC65 on 1st order for today. Click smsv.in/a4PArRmgnW or Call 186012341234 *TC,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MEDICN,Monsoon Live!Get Upto 25%*@Medlife+20%*MobiKwikCashback on your 1st medicines order.Order @ goo.gl/mem5sT or Call 186012341234 Use: MC25.Valid only today! *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MEDDLF,Save Up to 50%(30%*@Medlife + get 20% e-cash wallet points) on 1st Medicine Order. Use:MG50. Valid only today! Order @ goo.gl/9JGWP4 or Call 186012341234 *T&CA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFF,IDAY Spl:Get Upto 25%*@Medlife+20%* MobiKwik Cashback on your 1st medicines order.Order @ goo.gl/mem5sT or Call 186012341234 Use: IDAY25.Valid till 31Aug. *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,#HealthWeek Offer! Get Upto 35% OFF*(25% @ Medlife + 10% Paytm CB) on 1st Medicines' order Use:EVE25 http://smsd.in/oiyOAPNB Call 186012341234. Only Today *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Few hours to get Upto50%OFF(25%*Medlife+10%e-cash+15%MobikwikCB)on 1stMedicines' order Use:EC50 Order http://smsd.in/l1FSZVnJ /Call 186012341234 Till Today *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Last day to get Upto50%OFF(25%*Medlife+10%e-cash+15%MobikwikCB)on 1st Medicine's order Use:EC50 Order http://smsd.in/l1FSZVnJ /Call 186012341234 Till Today *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Last day to get Upto50%OFF(25%*Medlife+10%e-cash+15%MobikwikCB)on 1st Medicine's order Use:EC50 Order http://smsd.in/lmSZv6GX /Call 186012341234 Till31Dec17*TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Last day to get Upto50%OFF(25%*Medlife+10%e-cash+15%MobikwikCB)on 1st Medicine's order Use:EC50 Order http://smsd.in/lqLibgDJ /Call 186012341234 Till Today *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Last day! Get Upto 45% OFF*(30% Medlife + 10% e-Cash + 5% Paytm CB) on 1st Medicines' order Use:EVE40 http://smsd.in/o1L5WJ73 Call 186012341234. Only Today *TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLIFE,Register & get Rs200 e-cash+Upto 40%OFF(25%*@Medlife+15%Mobikwik CB)on 1st Medicine bill @ http://smsd.in/ljT02QPf /Call 186012341234 Use:EVE25 Till 31Dec17*TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-MDLFFE,#GST Not getting medicines?Save upto 40% on 1st order(Upto 25%* Medlife+15%*MobiKwikCashback) Order goo.gl/mem5sT or Call 186012341234 Use MC25.Till 20Jul17*TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-HOMCEN,HOME CENTRE stores offer MIN 25% OFF on ALL furniture. Great range in home decor & furnishing. Happy Ugadi! T&C. To opt out give missed call to +918039275834,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"#NewYearSALE:
Use Promocode: NYE2018 & get upto Rs.2018 instant discount on Flights,Hotels & Bus Bookings.

Hurry! Limited Seats Left.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip - Month end SALE
Save upto Rs.2500 on domestic flight and Rs.25000 on international flights
Use code: TRAVELSALE

For details:
http:/bit.ly/travsale6",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip Festive SALE^^Get upto INR 3000 OFF on Air-tickets.^^Use Code: FESTIVEDEAL^^Hurry!
Download EaseMyTrip Mobile App now.
http://bit.ly/easemob",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip March end SALE
Get flat Rs.500 OFF on domestic flights & Rs.1500 OFF on international flights
Use code: MARCHEND

Hurry! Book now.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip New Year SALE
Use promocode: WELCOME2018 & save upto Rs.20,000 on your domestic & international flight tickets

Hurry! Book now.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip Super SALE.^^Get flat 1000/- OFF on Air-Tickets
Use code: FLIGHTSALE
Travel Period: Before 15th Sept.^^For more details:
http://bit.ly/emtflight1",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"EaseMyTrip.com offering FLAT 1500 OFF for teachers to fly anywhere :)^^PromoCode TEACHERSDAY^^Fwd this, to help teachers avail offer & students avail holiday ;)",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"SALE DAY On EaseMyTrip:
Use Code: FLYDAY to get Flat 500/- Instant Discount on Flight-Tickets 

Hurry!
Offer Valid only till 27th Oct.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-FLIGHT,"SALEDAY @EaseMyTrip
Use Code: SALEDAY & get flat Rs.550 instant discount on domestic flights & Rs.1100 OFF on International flights

Hurry!
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"*Month end Travel SALE*
Save upto Rs.25,000 on Flights, Rs.5000 on Hotels & 15% on Bus tickets.
Use code: TRAVELSALE

For details:
http://bit.ly/travsale6",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"#LastMinuteTravelDeals^^Get flat Rs.500 Instant discount on Air-tickets^^Use code: FLY500 on EaseMyTrip.com^^For more details:
http://bit.ly/fly500",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"#LowestPriceChallenge

Save Flat Rs.600 on Vistara Flight-tickets.
Use Code: VIST600

www.EaseMyTrip.com
Compare air-fares once before booking online.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"Celebrate Mother's day with EaseMyTrip Summer SALE.
Save upto Rs.20,000 on flights, Rs.5000 on hotels & 15% on buses
Use Code: MothersDay

https://goo.gl/3Watjd",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"EaseMyTrip Month end SALE
Get upto Rs.25,000 OFF on Flights, Rs.5000 on Hotels & 15% on Bus tickets
Use code: TRAVELSALE

For details:
http://bit.ly/travsale9",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"EaseMyTrip New Year SALE
Use promocode: WELCOME2018 & save upto Rs.20,000 on your domestic & international flight tickets

Hurry! Book now.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-EASEMY,"EaseMyTrip SALE Day:
Save flat Rs.750 on domestic flight & Rs.2000 on International flight.
Use Code:  NEWUSER 

Hurry!Limited Seats Left.
www.EaseMyTrip.com",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-CHAIPT,Feeling hungry? We've got you covered. Use code: DEC20 & get 20% OFF on all orders just for today. Offer applicable only on App/Web orders. Order now on order.chaipoint.com or in.upipr.co/chaipoint T&C Apply.,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-CHAIPT,Welcome winters with Hot Chai. 20% OFF on all online orders today! Promo code: WINTER20. Order now on order.chaipoint.com or in.upipr.co/chaipoint T&C Apply.,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-CASHFY,"Let this Holi fill your life with colours, sweets and joy! And some extra cash! Use code HOLI & get Rs 300 extra on your used device. cashify.in/h250RE",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-CASHFY,Not Cashify-ed Your Used Phone yet? Sell it on Cashify in 60 Seconds & get best price. Use Code 250RE to get Rs.250 extra Cash. Go to Cashify.in/h250RE,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-CASHFY,You Just Cannot Miss This! Get Cash for Used/Old Phones & Laptops. Use Code ECASH to get Rs.250 extra on top of offered resale value.Visit Cashify.in/h250RE NOW,,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPBHROUZ,"Get a whiff of royalty - Subz-e-Falafel Biryani: Persian Veg nuggets, layered with long grain rice & 7 secret spices - 20% off @ bit.ly/BehrouzWeb - Code: BHR20",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPBHROUZ,"Indulge in the Royal Biryani made from 7 secret spices - Try Subz-E-Falafel biryani, Dum Gosht Biryani & more - Get Rs 20% off - Code: BHR20 @ bit.ly/BehrouzWeb",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPBHROUZ,"Lazeez Murgh Biryani: Aromatic chicken biryani cooked in bhuna masala, layered with fragrant long rice. Order@ bit.ly/BehrouzWeb - Get Rs 100 off Code: BHR100",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPBHROUZ,"Ramadan specials: Launching Dum Gosht Biryani, Queema Kefta Biryani & much more. Order @ bit.ly/BehrouzWeb - Get Rs 100 off - Code: BHR100",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HPBHROUZ,"Subz-e-Falafel Biryani: Persian Veg nuggets, layered with long grain rice & secret spices - Get 20% off @ bit.ly/BehrouzWeb - Code: BHR20",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-AIRTKT,"EaseMyTrip SALE
Use Promocode: REPUBLICDAY & get upto Rs.6969 instant discount on Domestic & International Flights.

Hurry!
Download EaseMyTrip Mobile App now.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,HP-152484,"Gift yourself a dream holiday! Save up to Rs. 12000* on US round trip and Rs. 9000* on Europe round trip flight bookings on MakeMyTrip with your Citi Credit and Debit Card. Offer valid from May 9 to 11, 2018. Use promo Code: MMTCITI. #TravelBigWithCiti. For details visit http://citi.asia/INshotdeals .*T&Cs apply.",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-TRAVEL,"EaseMyTrip Festive SALE

Get upto Rs.20,000 Instant discount on International flights
Use Code: INTEMT

www.EaseMyTrip.com
Compare air-fares once before booking",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-SAMSNG,Rs.5500 OFF on Gear IconX Wireless Headphones |Built-in Fitness Tracker|Use Code: ICONXSEP| https://goo.gl/CsjAiC | Buy @ Rs. 7990| Limited Stocks|T&C,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-SAMSNG,Upto 25% OFF on Samsung Range of Products| Addl 30% Mobikwik Supercash|Free Mobile Insurance| Visit Samsung Corporate Employee Portal https://goo.gl/1aBFus T&C,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-PZAHUT,"PIZZA HUT 50% off!
Medium Pan Pizzas in-store/2 for delivery!
Walk-in/Call 080-33773300 Web http://bit.ly/PH_Order
Check MENU http://bit.ly/PH_Menu",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-PZAHUT,"PIZZA HUT gives you 100% Great Taste at 50% OFF
Valid on 2 Medium Pan Pizzas. TnC
Valid on Online Only http://bit.ly/PH_Order",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-PZAHUT,"PIZZA HUT: Open till 12:30 AM today!!
2018 Triple Treat for 4 @Rs.699
2 Med Pan Pizzas &more
walk in/call 080-33773300
Web@bit.ly/PH_Order
See@bit.ly/PH_Menu",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-PZAHUT,"THIS EVENING PIZZA HUT PRESENTS 50% OFF On Medium Pan Pizzas in store / 2 for delivery !Walkin/call 080-33773300
Web:http://bit.ly/PH_order",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZPZAHUT,Cheers are louder with Pizza in the tummy. Cheer with PIZZA HUT's Buy 1 Get 1 Free on Medium Pan Pizzas. Online Orders only. Order@ http://chk.bz/82kiwvy706,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZPZAHUT,Enjoy PIZZA HUT Pan Pizza @ 50% OFF! Valid on 1 or more Medium Pan Pizzas In-store/2 for delivry. Walk-In/Call@ 080-33773300 / http://chk.bz/82kiwvy8lc,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MYNTRA,Hey Minakshi! Your Grand Happy Hours Slot is from 3pm-6pm! Enjoy Extra 22% Off +20% PhonePe Cashback! Your Code : BIG4U22S5 Shop Now! http://chk.bz/9p4gbl97cw,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MYNTRA,Hi Minakshi! Your Blockbuster Happy Hours are from 6PM-9PM. Enjoy Extra 25% Off + 15% Instant Cashback! Code: BBHH8WDS5 http://chk.bz/9p4gbl96wf,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MYNTRA,Myntra Stock Exchange is Live!Prices change every 30 min.Upto 40% Off + Extra 30%Off!Buy best brands at best prices!Link - http://chk.bz/9p4gbl96zb,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZMYNTRA,Hey Vaisak! Your Grand Happy Hours Slot is from 3pm-6pm! Enjoy Extra 22% Off +20% PhonePe Cashback! Your Code : BIG4U22S5 Shop Now! http://chk.bz/9qrxlgto74,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MERUPR,"Get 25% Cashback upto Rs.75,use code SUMMER & pay via Paytm on Meru App. Fare starts @ just Rs.9/Km in Bengaluru. Book on MeruApp: bit.ly/2pfUgGr Tca",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MERUPR,Happy New Year! Celebrate this new year with your loved ones. Meru gets you a flat Rs.75 cashback (Code CB75). Book on App & pay via Paytm: bit.ly/2CbCE6H TCA,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MERUPR,"Happy Savings! Avail 25% Cashback upto Rs.75,use code SUMMER & pay via Paytm on Meru App. Fare starts @Rs.9/Km in Bengaluru. Book on MeruApp bit.ly/2pWl4vE Tca",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZ-MERUPR,Travel to Airport with Meru! Get Flat 16% OFF on all Radio Taxi rides to the Bengaluru airport [Code: AIR16]. Book on Meru App: bit.ly/2eY93mS Tca,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZLNKART,"Contact Lenses Rush from 2pm, till midnight today. Call 08470007367 and Get upto 20% OFF. HURRY! w.lenskart.com/s/ssiXyp/R4zIb3 Optout sms LENS 567678",,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZLNKART,Mad Rush at Lenskart Weekend Sale on PV2!Get FLAT 15% +Extra 5%Off on purchase of 2boxes.Use GV: CONTACT5 w.lenskart.com/s/4H43mY/hVZP6x Optout sms LENS 567678,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZLNKART,Weekend Special DEAL on PurevisionHD!Get FLAT 15% + Extra 5%Off on purchase of 2 boxes. Use GV: CONTACT5 w.lenskart.com/s/BvIAm5/XSGT4T Optout sms LENS 567678,,,,,,,,,,,,,,,,,,
PROMOTIONAL,DZLAKSHP,Lenskart's Xmas Sale! 2 Eyeglasses + Anti-glare lenses for Rs.2500. Hurry! Visit website: w.lenskart.com/s/4J4BpF/UAIwHs or store,,,,,,,,,,,,,,,,,,
